I,II,III,aVR,aVF,aVL,V1,V2,V3,V4,V5,V6
-0.08,-0.005,0.06,0.04,0.025,-0.06,-0.22,-0.31,-0.295,-0.235,-0.03,0.02
-0.08,0.01,0.075,0.03,0.04,-0.07,-0.18,-0.28,-0.235,-0.175,-0.03,0.03
-0.08,0.015,0.08,0.03,0.045,-0.07,-0.14,-0.225,-0.185,-0.16,-0.015,0.03
-0.075,-0.015,0.045,0.04,0.01,-0.05,-0.105,-0.175,-0.165,-0.155,-0.005,0.01
-0.055,-0.03,0.01,0.04,-0.015,-0.025,-0.09,-0.135,-0.13,-0.135,0.0,-0.01
-0.055,-0.05,-0.01,0.05,-0.035,-0.015,-0.065,-0.095,-0.105,-0.12,0.005,0.005
-0.075,-0.065,-0.005,0.065,-0.04,-0.025,-0.045,-0.08,-0.08,-0.105,-0.015,-0.02
-0.055,-0.1,-0.06,0.075,-0.085,0.01,-0.005,-0.035,-0.065,-0.1,0.005,-0.005
-0.075,-0.095,-0.035,0.08,-0.07,-0.01,0.005,-0.03,-0.045,-0.09,0.005,-0.025
-0.05,-0.105,-0.07,0.075,-0.09,0.02,-0.005,-0.015,-0.035,-0.105,0.005,-0.03
-0.05,-0.11,-0.075,0.075,-0.095,0.02,0.025,0.0,-0.025,-0.08,0.01,-0.03
-0.035,-0.095,-0.075,0.06,-0.09,0.03,0.035,0.01,-0.04,-0.095,0.01,-0.03
-0.055,-0.1,-0.06,0.075,-0.085,0.01,0.04,0.04,-0.035,-0.07,0.015,-0.03
-0.055,-0.12,-0.08,0.085,-0.105,0.02,0.025,0.02,-0.03,-0.065,-0.005,-0.055
-0.055,-0.1,-0.06,0.075,-0.085,0.01,0.05,0.025,-0.025,-0.08,0.0,-0.055
-0.055,-0.1,-0.06,0.075,-0.085,0.01,0.055,0.03,-0.02,-0.06,0.005,-0.05
-0.055,-0.1,-0.06,0.075,-0.085,0.01,0.06,0.035,-0.015,-0.06,-0.01,-0.05
-0.075,-0.12,-0.06,0.095,-0.095,0.0,0.04,0.04,-0.01,-0.055,0.01,-0.07
-0.075,-0.1,-0.04,0.085,-0.075,-0.01,0.065,0.06,-0.005,-0.055,0.01,-0.05
-0.07,-0.12,-0.065,0.09,-0.095,0.005,0.05,0.04,0.0,-0.05,0.005,-0.05
-0.075,-0.115,-0.055,0.09,-0.09,0.0,0.07,0.06,0.005,-0.045,0.01,-0.07
-0.055,-0.095,-0.055,0.07,-0.08,0.01,0.05,0.04,0.005,-0.04,0.015,-0.05
-0.075,-0.115,-0.055,0.09,-0.09,0.0,0.055,0.065,0.01,-0.03,0.04,-0.05
-0.075,-0.095,-0.035,0.08,-0.07,-0.01,0.075,0.05,0.015,-0.005,0.04,-0.05
-0.055,-0.11,-0.07,0.08,-0.095,0.015,0.06,0.05,0.02,-0.02,0.02,-0.05
-0.055,-0.11,-0.07,0.08,-0.095,0.015,0.06,0.07,0.025,-0.035,0.02,-0.07
-0.055,-0.11,-0.07,0.08,-0.095,0.015,0.06,0.07,0.01,-0.015,0.0,-0.07
-0.055,-0.09,-0.05,0.07,-0.075,0.005,0.06,0.05,0.01,-0.035,0.005,-0.09
-0.075,-0.085,-0.025,0.075,-0.06,-0.015,0.08,0.07,0.035,-0.005,0.03,-0.07
-0.075,-0.085,-0.025,0.075,-0.06,-0.015,0.06,0.05,0.04,0.0,0.03,-0.085
-0.055,-0.08,-0.04,0.065,-0.065,0.0,0.065,0.075,0.04,0.005,0.03,-0.085
-0.07,-0.075,-0.02,0.07,-0.05,-0.015,0.065,0.075,0.04,0.01,0.035,-0.085
-0.05,-0.095,-0.06,0.07,-0.08,0.015,0.065,0.06,0.045,0.01,0.03,-0.09
-0.07,-0.075,-0.02,0.07,-0.05,-0.015,0.08,0.08,0.045,0.015,0.03,-0.09
-0.045,-0.09,-0.06,0.065,-0.08,0.015,0.06,0.06,0.03,0.015,0.03,-0.09
-0.04,-0.07,-0.045,0.05,-0.06,0.01,0.06,0.06,0.05,0.015,0.035,-0.095
-0.02,-0.085,-0.08,0.05,-0.085,0.04,0.075,0.06,0.05,0.02,0.015,-0.09
-0.04,-0.065,-0.04,0.05,-0.055,0.01,0.06,0.065,0.055,0.03,0.04,-0.11
-0.04,-0.065,-0.04,0.05,-0.055,0.01,0.075,0.065,0.055,0.035,0.04,-0.11
-0.035,-0.08,-0.06,0.055,-0.075,0.02,0.075,0.085,0.06,0.04,0.04,-0.085
-0.03,-0.06,-0.045,0.04,-0.055,0.015,0.075,0.07,0.065,0.045,0.04,-0.11
-0.025,-0.06,-0.05,0.04,-0.06,0.02,0.055,0.09,0.07,0.045,0.04,-0.105
-0.025,-0.08,-0.07,0.05,-0.08,0.03,0.07,0.075,0.08,0.05,0.04,-0.11
-0.04,-0.06,-0.035,0.045,-0.05,0.005,0.055,0.075,0.08,0.055,0.04,-0.11
-0.025,-0.055,-0.045,0.035,-0.055,0.02,0.07,0.095,0.08,0.055,0.045,-0.105
-0.02,-0.07,-0.065,0.04,-0.07,0.03,0.07,0.095,0.105,0.06,0.045,-0.105
-0.025,-0.07,-0.06,0.045,-0.07,0.025,0.07,0.075,0.09,0.065,0.05,-0.105
-0.025,-0.065,-0.055,0.04,-0.065,0.025,0.05,0.1,0.115,0.07,0.055,-0.1
-0.025,-0.06,-0.05,0.04,-0.06,0.02,0.07,0.1,0.12,0.075,0.055,-0.1
-0.025,-0.06,-0.05,0.04,-0.06,0.02,0.07,0.105,0.125,0.08,0.035,-0.1
-0.045,-0.055,-0.025,0.045,-0.045,0.0,0.075,0.11,0.11,0.065,0.055,-0.105
-0.025,-0.055,-0.045,0.035,-0.055,0.02,0.075,0.115,0.14,0.09,0.055,-0.105
-0.025,-0.03,-0.02,0.025,-0.03,0.005,0.055,0.115,0.14,0.095,0.035,-0.1
-0.03,-0.05,-0.035,0.035,-0.045,0.01,0.075,0.1,0.15,0.115,0.06,-0.1
-0.03,-0.045,-0.03,0.035,-0.04,0.01,0.055,0.12,0.155,0.105,0.065,-0.115
-0.035,-0.025,-0.005,0.025,-0.02,-0.005,0.055,0.14,0.165,0.115,0.075,-0.09
-0.04,-0.02,0.005,0.025,-0.01,-0.015,0.08,0.13,0.195,0.12,0.075,-0.11
-0.04,-0.02,0.005,0.025,-0.01,-0.015,0.08,0.13,0.18,0.1,0.06,-0.11
-0.035,-0.035,-0.015,0.03,-0.03,0.0,0.08,0.135,0.19,0.125,0.08,-0.11
-0.02,-0.03,-0.025,0.02,-0.03,0.01,0.06,0.14,0.22,0.13,0.065,-0.11
-0.04,-0.005,0.02,0.02,0.005,-0.02,0.065,0.14,0.21,0.135,0.065,-0.105
-0.04,0.0,0.025,0.015,0.01,-0.025,0.085,0.17,0.22,0.14,0.07,-0.105
-0.04,0.0,0.025,0.015,0.01,-0.025,0.085,0.155,0.23,0.155,0.095,-0.1
-0.04,0.005,0.03,0.015,0.015,-0.025,0.085,0.16,0.26,0.185,0.1,-0.1
-0.02,0.01,0.015,0.0,0.01,-0.01,0.085,0.17,0.275,0.175,0.09,-0.115
-0.04,0.01,0.035,0.01,0.02,-0.03,0.07,0.175,0.285,0.18,0.115,-0.115
-0.04,0.015,0.04,0.01,0.025,-0.03,0.075,0.2,0.305,0.19,0.095,-0.09
-0.04,-0.005,0.02,0.02,0.005,-0.02,0.095,0.19,0.32,0.22,0.12,-0.09
-0.04,0.02,0.045,0.005,0.03,-0.035,0.095,0.195,0.33,0.21,0.105,-0.105
-0.035,0.025,0.045,0.0,0.03,-0.03,0.09,0.205,0.345,0.225,0.11,-0.085
-0.035,0.03,0.05,0.0,0.035,-0.035,0.095,0.21,0.36,0.24,0.135,-0.1
-0.035,0.035,0.055,-0.005,0.04,-0.04,0.095,0.24,0.375,0.255,0.125,-0.095
-0.03,0.02,0.035,0.0,0.025,-0.025,0.095,0.25,0.395,0.27,0.15,-0.09
-0.03,0.025,0.04,0.0,0.03,-0.025,0.1,0.26,0.415,0.28,0.14,-0.085
-0.03,0.025,0.04,0.0,0.03,-0.025,0.105,0.27,0.435,0.295,0.165,-0.085
-0.05,0.05,0.085,-0.005,0.065,-0.06,0.125,0.28,0.475,0.31,0.155,-0.08
-0.025,0.055,0.065,-0.02,0.055,-0.04,0.11,0.295,0.5,0.33,0.165,-0.075
-0.025,0.06,0.07,-0.02,0.06,-0.04,0.11,0.305,0.52,0.365,0.175,-0.065
-0.025,0.07,0.08,-0.025,0.07,-0.045,0.115,0.315,0.54,0.365,0.185,-0.06
-0.02,0.06,0.065,-0.02,0.06,-0.035,0.115,0.325,0.56,0.385,0.195,-0.075
-0.02,0.09,0.095,-0.035,0.09,-0.05,0.135,0.335,0.585,0.405,0.2,-0.05
-0.015,0.08,0.08,-0.035,0.075,-0.04,0.14,0.35,0.61,0.425,0.215,-0.065
-0.01,0.085,0.08,-0.04,0.08,-0.04,0.14,0.36,0.635,0.47,0.225,-0.06
-0.03,0.095,0.11,-0.035,0.1,-0.065,0.14,0.395,0.665,0.485,0.25,-0.035
-0.005,0.1,0.09,-0.05,0.09,-0.04,0.15,0.41,0.69,0.505,0.24,-0.03
-0.005,0.11,0.1,-0.055,0.1,-0.045,0.155,0.42,0.71,0.505,0.25,-0.025
0.0,0.135,0.12,-0.07,0.125,-0.055,0.155,0.415,0.735,0.525,0.265,-0.035
0.0,0.125,0.11,-0.065,0.115,-0.05,0.16,0.425,0.78,0.55,0.28,-0.025
0.0,0.135,0.12,-0.07,0.125,-0.055,0.16,0.435,0.8,0.565,0.295,0.005
0.0,0.165,0.15,-0.085,0.155,-0.07,0.165,0.465,0.825,0.59,0.305,-0.01
0.02,0.175,0.14,-0.1,0.15,-0.055,0.185,0.455,0.82,0.61,0.315,-0.025
0.005,0.18,0.16,-0.095,0.165,-0.07,0.17,0.485,0.86,0.62,0.305,0.005
0.01,0.19,0.165,-0.1,0.17,-0.07,0.17,0.495,0.875,0.655,0.315,0.025
0.01,0.195,0.17,-0.105,0.175,-0.075,0.175,0.5,0.89,0.65,0.32,0.01
0.01,0.185,0.16,-0.1,0.165,-0.07,0.195,0.505,0.9,0.66,0.35,0.035
-0.01,0.19,0.185,-0.09,0.185,-0.09,0.195,0.51,0.93,0.67,0.355,0.04
0.01,0.2,0.175,-0.105,0.18,-0.075,0.195,0.51,0.895,0.685,0.365,0.025
0.015,0.205,0.175,-0.11,0.185,-0.075,0.175,0.515,0.905,0.695,0.37,0.03
0.02,0.21,0.175,-0.115,0.185,-0.07,0.195,0.52,0.91,0.7,0.355,0.015
0.02,0.215,0.18,-0.12,0.19,-0.075,0.195,0.505,0.93,0.685,0.36,0.015
0.02,0.215,0.18,-0.12,0.19,-0.075,0.175,0.51,0.935,0.685,0.365,0.04
0.02,0.22,0.185,-0.12,0.195,-0.075,0.18,0.51,0.935,0.705,0.37,0.025
0.02,0.225,0.19,-0.125,0.2,-0.08,0.175,0.505,0.93,0.71,0.395,0.045
0.025,0.255,0.215,-0.14,0.23,-0.09,0.17,0.52,0.905,0.71,0.38,0.05
0.025,0.235,0.195,-0.13,0.21,-0.08,0.17,0.52,0.92,0.715,0.38,0.03
0.04,0.26,0.205,-0.15,0.225,-0.075,0.185,0.51,0.895,0.715,0.385,0.03
0.02,0.26,0.225,-0.14,0.235,-0.095,0.16,0.505,0.89,0.71,0.39,0.055
0.02,0.26,0.225,-0.14,0.235,-0.095,0.16,0.475,0.875,0.685,0.39,0.035
0.02,0.245,0.21,-0.135,0.22,-0.09,0.175,0.465,0.86,0.695,0.39,0.055
0.02,0.265,0.23,-0.14,0.24,-0.1,0.15,0.43,0.82,0.66,0.38,0.035
0.015,0.26,0.23,-0.14,0.24,-0.1,0.14,0.43,0.795,0.64,0.39,0.03
0.015,0.255,0.225,-0.135,0.235,-0.1,0.135,0.405,0.765,0.635,0.38,0.045
0.01,0.25,0.225,-0.13,0.23,-0.1,0.13,0.385,0.725,0.59,0.37,0.04
0.005,0.225,0.205,-0.115,0.21,-0.095,0.105,0.36,0.665,0.57,0.36,0.015
0.0,0.22,0.205,-0.11,0.21,-0.095,0.12,0.335,0.62,0.54,0.325,0.005
-0.005,0.21,0.2,-0.105,0.2,-0.095,0.095,0.285,0.57,0.48,0.305,0.0
-0.01,0.195,0.19,-0.095,0.19,-0.095,0.085,0.26,0.505,0.44,0.28,0.005
-0.015,0.18,0.18,-0.085,0.175,-0.09,0.08,0.22,0.46,0.415,0.255,-0.01
-0.025,0.165,0.175,-0.07,0.165,-0.095,0.075,0.21,0.41,0.37,0.25,-0.02
-0.03,0.155,0.17,-0.065,0.16,-0.095,0.05,0.185,0.365,0.325,0.23,-0.035
-0.035,0.14,0.16,-0.055,0.14,-0.09,0.045,0.165,0.315,0.28,0.21,-0.03
-0.035,0.125,0.14,-0.045,0.13,-0.085,0.035,0.125,0.255,0.25,0.19,-0.06
-0.02,0.115,0.12,-0.05,0.115,-0.065,0.035,0.13,0.24,0.2,0.15,-0.07
-0.025,0.1,0.11,-0.04,0.1,-0.06,0.035,0.115,0.21,0.185,0.155,-0.08
-0.03,0.09,0.105,-0.03,0.095,-0.06,0.03,0.085,0.16,0.16,0.115,-0.11
-0.05,0.095,0.13,-0.025,0.11,-0.085,0.03,0.095,0.155,0.135,0.1,-0.1
-0.055,0.065,0.105,-0.01,0.08,-0.075,0.025,0.06,0.13,0.12,0.1,-0.11
-0.035,0.05,0.07,-0.01,0.055,-0.045,0.025,0.07,0.09,0.1,0.09,-0.1
-0.055,0.06,0.1,-0.005,0.075,-0.07,0.025,0.045,0.075,0.065,0.08,-0.125
-0.055,0.035,0.075,0.005,0.05,-0.06,0.025,0.035,0.06,0.07,0.07,-0.13
-0.035,0.03,0.05,0.0,0.035,-0.035,0.02,0.03,0.05,0.06,0.08,-0.115
-0.035,0.025,0.045,0.0,0.03,-0.03,0.02,0.045,0.055,0.07,0.055,-0.12
-0.055,0.02,0.06,0.015,0.035,-0.05,0.02,0.04,0.05,0.04,0.03,-0.14
-0.04,0.035,0.06,0.0,0.045,-0.045,0.02,0.02,0.045,0.03,0.04,-0.15
-0.04,0.01,0.035,0.01,0.02,-0.03,0.02,0.0,-0.005,0.025,0.035,-0.155
-0.065,0.005,0.055,0.025,0.025,-0.05,0.005,0.02,0.01,0.02,0.03,-0.155
-0.065,0.005,0.055,0.025,0.025,-0.05,0.02,0.035,0.005,0.03,0.03,-0.16
-0.045,0.005,0.035,0.015,0.015,-0.03,0.02,0.01,0.0,0.025,0.03,-0.14
-0.045,0.0,0.03,0.02,0.01,-0.03,0.02,0.01,-0.005,0.005,0.03,-0.16
-0.045,0.0,0.03,0.02,0.01,-0.03,0.0,0.01,-0.005,0.005,0.03,-0.16
-0.065,0.0,0.05,0.03,0.02,-0.05,0.02,0.01,0.015,0.02,0.03,-0.155
-0.045,-0.02,0.01,0.03,-0.01,-0.02,0.02,0.01,0.015,0.02,0.025,-0.14
-0.065,-0.02,0.03,0.04,0.0,-0.04,0.02,0.03,-0.005,0.015,0.02,-0.14
-0.065,0.0,0.05,0.03,0.02,-0.05,0.02,0.03,0.01,0.01,0.015,-0.165
-0.045,0.0,0.03,0.02,0.01,-0.03,0.0,0.01,-0.01,0.01,0.015,-0.17
-0.06,0.0,0.045,0.025,0.02,-0.045,-0.005,0.01,0.01,0.015,0.02,-0.17
-0.06,-0.02,0.025,0.035,0.0,-0.035,-0.005,0.01,-0.01,0.015,0.04,-0.14
-0.045,-0.02,0.01,0.03,-0.01,-0.02,0.015,0.03,0.01,0.01,0.04,-0.14
-0.045,0.0,0.03,0.02,0.01,-0.03,0.02,0.03,0.015,0.015,0.02,-0.14
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.0,0.01,-0.005,0.01,0.02,-0.14
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.02,0.03,-0.005,-0.01,0.02,-0.14
-0.025,-0.005,0.005,0.01,-0.005,-0.005,0.0,0.01,-0.005,-0.01,0.0,-0.14
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.0,0.01,-0.025,-0.01,0.025,-0.14
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.0,0.01,0.01,0.01,0.005,-0.14
-0.04,-0.005,0.02,0.02,0.005,-0.02,-0.005,0.01,0.01,-0.01,0.025,-0.14
-0.045,-0.005,0.025,0.02,0.005,-0.025,-0.005,0.01,0.01,0.01,0.005,-0.16
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.02,0.01,0.015,0.015,0.025,-0.14
-0.025,-0.005,0.005,0.01,-0.005,-0.005,0.0,0.015,0.0,-0.005,0.0,-0.14
-0.045,-0.025,0.005,0.03,-0.015,-0.015,0.0,0.01,0.02,0.0,0.02,-0.14
-0.045,-0.025,0.005,0.03,-0.015,-0.015,0.0,0.015,0.0,0.015,0.005,-0.16
-0.025,-0.005,0.005,0.01,-0.005,-0.005,0.0,0.01,0.02,-0.005,0.005,-0.16
-0.025,-0.005,0.005,0.01,-0.005,-0.005,-0.02,-0.005,0.0,0.015,0.005,-0.16
-0.035,-0.01,0.01,0.02,-0.005,-0.015,0.0,0.02,-0.01,0.0,0.02,-0.16
-0.035,-0.01,0.01,0.02,-0.005,-0.015,0.0,0.02,0.01,0.02,0.02,-0.14
-0.035,-0.005,0.015,0.015,0.0,-0.015,0.0,0.015,0.015,0.01,0.01,-0.15
-0.035,-0.005,0.015,0.015,0.0,-0.015,0.01,0.015,0.015,0.01,0.005,-0.15
-0.035,-0.005,0.015,0.015,0.0,-0.015,0.01,0.015,0.01,0.01,0.005,-0.15
-0.035,-0.005,0.015,0.015,0.0,-0.015,0.01,0.02,0.0,0.01,0.005,-0.15
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.0,0.02,0.0,0.005,0.01,-0.155
-0.05,-0.005,0.03,0.025,0.01,-0.03,0.0,0.02,0.0,0.0,0.01,-0.16
-0.05,-0.005,0.03,0.025,0.01,-0.03,0.0,0.015,0.0,0.0,0.02,-0.155
-0.045,-0.005,0.025,0.02,0.005,-0.025,0.0,0.015,-0.005,0.0,0.02,-0.155
-0.035,-0.005,0.015,0.015,0.0,-0.015,0.0,0.015,-0.01,0.0,0.01,-0.155
-0.03,-0.01,0.005,0.015,-0.005,-0.01,0.0,0.02,-0.01,0.0,0.005,-0.16
-0.03,-0.01,0.005,0.015,-0.005,-0.01,0.0,0.02,-0.005,0.0,0.0,-0.155
-0.03,-0.01,0.005,0.015,-0.005,-0.01,0.0,0.015,-0.005,0.0,-0.01,-0.15
-0.035,-0.01,0.01,0.02,-0.005,-0.015,0.0,0.01,-0.005,-0.01,-0.01,-0.14
-0.035,-0.01,0.01,0.02,-0.005,-0.015,0.0,0.0,-0.01,-0.01,-0.01,-0.14
-0.035,-0.01,0.01,0.02,-0.005,-0.015,0.0,0.0,-0.005,-0.01,0.0,-0.15
-0.03,-0.01,0.005,0.015,-0.005,-0.01,0.0,0.01,0.0,0.0,0.0,-0.155
-0.03,-0.01,0.005,0.015,-0.005,-0.01,0.01,0.015,0.01,0.005,0.0,-0.155
-0.025,-0.01,0.0,0.015,-0.01,-0.005,0.015,0.02,0.0,0.005,0.0,-0.14
-0.03,-0.01,0.005,0.015,-0.005,-0.01,0.015,0.015,0.0,0.005,0.0,-0.135
-0.025,-0.01,0.0,0.015,-0.01,-0.005,0.01,0.01,-0.005,-0.01,-0.01,-0.135
-0.025,-0.01,0.0,0.015,-0.01,-0.005,0.0,0.0,-0.005,-0.01,-0.01,-0.14
-0.015,-0.02,-0.02,0.015,-0.025,0.01,0.0,-0.01,-0.02,-0.015,-0.01,-0.15
-0.025,-0.02,-0.01,0.02,-0.02,0.0,0.0,-0.01,-0.025,-0.01,0.0,-0.155
-0.03,-0.02,-0.005,0.02,-0.015,-0.005,0.0,-0.01,-0.025,-0.01,0.0,-0.155
-0.035,-0.02,0.0,0.025,-0.015,-0.01,0.0,0.01,-0.025,0.0,-0.01,-0.15
-0.03,-0.025,-0.01,0.025,-0.02,0.0,0.0,0.01,-0.025,0.0,-0.015,-0.14
-0.025,-0.025,-0.015,0.02,-0.025,0.005,0.0,0.01,-0.03,0.0,-0.02,-0.14
-0.015,-0.02,-0.02,0.015,-0.025,0.01,0.0,0.0,-0.03,0.0,-0.02,-0.14
-0.025,-0.01,0.0,0.015,-0.01,-0.005,0.0,0.0,-0.03,-0.01,-0.02,-0.155
-0.03,-0.02,-0.005,0.02,-0.015,-0.005,0.0,0.0,-0.03,-0.015,-0.02,-0.16
-0.035,-0.025,-0.005,0.025,-0.02,-0.005,0.0,0.0,-0.03,-0.02,-0.015,-0.17
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,0.0,0.0,-0.03,-0.02,-0.015,-0.16
-0.03,-0.03,-0.015,0.025,-0.025,0.0,-0.005,0.0,-0.03,-0.02,-0.015,-0.16
-0.03,-0.03,-0.015,0.025,-0.025,0.0,-0.01,0.0,-0.03,-0.02,-0.02,-0.155
-0.03,-0.03,-0.015,0.025,-0.025,0.0,-0.02,0.0,-0.03,-0.02,-0.02,-0.15
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,-0.01,0.0,-0.03,-0.03,-0.03,-0.14
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,-0.01,-0.01,-0.03,-0.035,-0.03,-0.15
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,-0.01,-0.01,-0.04,-0.035,-0.03,-0.15
-0.03,-0.025,-0.01,0.025,-0.02,0.0,-0.02,-0.015,-0.045,-0.035,-0.02,-0.155
-0.03,-0.025,-0.01,0.025,-0.02,0.0,-0.02,-0.015,-0.05,-0.03,-0.02,-0.155
-0.03,-0.025,-0.01,0.025,-0.02,0.0,-0.02,-0.02,-0.05,-0.03,-0.02,-0.155
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,-0.01,-0.02,-0.045,-0.02,-0.02,-0.155
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,-0.01,-0.02,-0.045,-0.02,-0.03,-0.15
-0.03,-0.03,-0.015,0.025,-0.025,0.0,-0.01,-0.02,-0.045,-0.03,-0.035,-0.155
-0.03,-0.03,-0.015,0.025,-0.025,0.0,-0.02,-0.02,-0.05,-0.035,-0.04,-0.155
-0.03,-0.04,-0.025,0.03,-0.035,0.005,-0.01,-0.02,-0.05,-0.04,-0.04,-0.155
-0.03,-0.04,-0.025,0.03,-0.035,0.005,-0.02,-0.02,-0.05,-0.04,-0.04,-0.155
-0.03,-0.04,-0.025,0.03,-0.035,0.005,-0.02,-0.02,-0.05,-0.035,-0.04,-0.155
-0.03,-0.03,-0.015,0.025,-0.025,0.0,-0.025,-0.02,-0.05,-0.035,-0.035,-0.155
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.025,-0.01,-0.005,0.02,-0.05,-0.16
-0.035,-0.035,-0.015,0.03,-0.03,0.0,-0.025,-0.005,-0.05,-0.025,-0.03,-0.14
-0.015,-0.015,-0.015,0.01,-0.02,0.01,-0.025,-0.025,-0.05,-0.025,-0.05,-0.165
-0.015,-0.035,-0.035,0.02,-0.04,0.02,-0.03,-0.005,-0.05,-0.045,-0.05,-0.165
-0.015,-0.035,-0.035,0.02,-0.04,0.02,-0.01,-0.025,-0.035,-0.05,-0.03,-0.15
-0.035,-0.04,-0.02,0.035,-0.035,0.0,-0.01,-0.005,-0.035,-0.01,-0.03,-0.14
-0.035,-0.06,-0.04,0.045,-0.055,0.01,-0.01,-0.005,-0.055,-0.01,-0.03,-0.14
-0.035,-0.06,-0.04,0.045,-0.055,0.01,-0.01,-0.01,-0.055,-0.03,-0.03,-0.14
-0.035,-0.04,-0.02,0.035,-0.035,0.0,-0.03,-0.03,-0.055,-0.03,-0.03,-0.14
-0.035,-0.04,-0.02,0.035,-0.035,0.0,-0.01,-0.01,-0.055,-0.035,-0.03,-0.14
-0.015,-0.025,-0.025,0.015,-0.03,0.015,-0.03,-0.03,-0.055,-0.035,-0.05,-0.165
-0.015,-0.04,-0.04,0.025,-0.045,0.02,-0.03,-0.01,-0.06,-0.03,-0.03,-0.17
-0.035,-0.045,-0.025,0.035,-0.04,0.005,-0.015,-0.01,-0.04,-0.03,-0.05,-0.17
-0.035,-0.045,-0.025,0.035,-0.04,0.005,-0.015,-0.01,-0.06,-0.03,-0.03,-0.165
-0.035,-0.05,-0.03,0.04,-0.045,0.005,-0.03,-0.01,-0.06,-0.03,-0.03,-0.165
-0.035,-0.05,-0.03,0.04,-0.045,0.005,-0.03,-0.01,-0.08,-0.05,-0.03,-0.14
-0.035,-0.05,-0.03,0.04,-0.045,0.005,-0.01,-0.03,-0.06,-0.035,-0.035,-0.14
-0.015,-0.045,-0.045,0.025,-0.05,0.025,-0.03,-0.01,-0.06,-0.035,-0.035,-0.12
-0.015,-0.045,-0.045,0.025,-0.05,0.025,-0.03,-0.03,-0.055,-0.03,-0.035,-0.18
-0.035,-0.04,-0.02,0.035,-0.035,0.0,-0.025,-0.01,-0.035,-0.025,-0.03,-0.16
-0.035,-0.035,-0.015,0.03,-0.03,0.0,-0.025,-0.01,-0.05,-0.025,-0.025,-0.14
-0.03,-0.025,-0.01,0.025,-0.02,0.0,-0.005,-0.005,-0.05,-0.02,-0.02,-0.135
-0.005,-0.015,-0.025,0.005,-0.025,0.02,-0.025,-0.005,-0.065,-0.015,-0.015,-0.13
0.015,-0.005,-0.035,-0.01,-0.025,0.035,-0.025,-0.005,-0.04,-0.025,-0.01,-0.14
0.0,0.005,-0.01,-0.005,-0.005,0.015,-0.03,-0.01,-0.01,0.0,0.02,-0.115
-0.02,0.01,0.015,0.0,0.01,-0.01,-0.01,-0.01,-0.03,0.005,0.0,-0.09
0.0,0.04,0.025,-0.02,0.03,-0.005,-0.05,-0.015,-0.025,0.025,0.0,-0.105
0.005,0.05,0.03,-0.03,0.035,-0.005,-0.055,-0.015,-0.02,0.005,0.005,-0.105
0.005,0.04,0.02,-0.025,0.025,0.0,-0.035,-0.015,-0.02,-0.01,0.01,-0.1
-0.015,0.065,0.065,-0.025,0.06,-0.035,-0.03,-0.02,-0.01,0.01,0.015,-0.115
-0.02,0.08,0.085,-0.03,0.08,-0.045,-0.005,-0.02,0.015,0.015,0.02,-0.11
0.0,0.09,0.075,-0.045,0.08,-0.03,-0.025,-0.04,0.005,0.045,0.025,-0.07
-0.015,0.1,0.1,-0.045,0.095,-0.05,-0.01,-0.025,0.005,0.03,0.03,-0.065
0.005,0.11,0.09,-0.06,0.095,-0.035,-0.015,-0.05,0.01,0.03,0.03,-0.08
0.01,0.12,0.095,-0.065,0.1,-0.035,-0.06,-0.035,0.01,0.035,0.035,-0.07
-0.01,0.135,0.13,-0.065,0.13,-0.065,-0.065,-0.06,0.035,0.04,0.045,-0.065
0.015,0.16,0.13,-0.09,0.14,-0.05,-0.055,-0.05,0.04,0.05,0.055,-0.055
0.005,0.16,0.14,-0.085,0.14,-0.06,-0.045,-0.07,0.05,0.06,0.065,-0.025
0.03,0.195,0.15,-0.115,0.165,-0.055,-0.095,-0.07,0.04,0.07,0.075,-0.035
0.035,0.205,0.155,-0.12,0.175,-0.055,-0.11,-0.055,0.06,0.075,0.08,-0.01
0.02,0.19,0.155,-0.105,0.165,-0.06,-0.125,-0.065,0.04,0.075,0.085,-0.01
0.015,0.19,0.16,-0.105,0.17,-0.065,-0.12,-0.09,0.03,0.07,0.08,-0.03
0.015,0.185,0.155,-0.1,0.165,-0.065,-0.13,-0.08,0.025,0.045,0.075,-0.01
0.01,0.18,0.155,-0.095,0.16,-0.065,-0.115,-0.105,0.015,0.06,0.075,-0.035
0.03,0.17,0.125,-0.1,0.14,-0.04,-0.135,-0.085,0.005,0.05,0.07,-0.035
0.03,0.16,0.115,-0.095,0.13,-0.035,-0.135,-0.105,0.0,0.025,0.065,-0.02
0.035,0.15,0.1,-0.095,0.12,-0.025,-0.135,-0.085,0.01,0.035,0.04,-0.04
